,A5967,A5980,A6001
Nitab01g006990.1,23.69986367146201,24.23912941932421,19.542383161159094
Nitab01g007080.1,8.85669356665723,9.140554320774896,9.23873220383541
Nitab01g007110.1,5.939406695012988,6.548230528785302,18.91565950292954
Nitab01g007130.1,23.422916109487673,26.292708261784483,28.149324725688775
Nitab01g007140.1,18.650028885077575,17.08305169112709,18.66797510281911
Nitab01g007150.1,15.48985416868973,17.35313749631985,10.672971763399163
Nitab01g007180.1,72.51539717101156,67.42912466588417,59.33209384466708
Nitab01g007230.1,76.67258629050588,97.32006392902338,135.13778387369865
Nitab01g007240.1,7.010447246572681,9.887022988154865,13.51556188382334
Nitab01g007280.1,8.544158546801798,8.534264141371086,9.263611773697225
Nitab01g007290.1,22.075847380120983,16.984541640988397,10.872477394322104
Nitab01g007410.1,20.153021337561288,18.819765073764042,16.681301252047497
Nitab01g007420.1,11.00537122899463,10.622748019577022,24.996659863413228
Nitab01g007440.1,6.114032492428194,6.901116526804795,4.325433048629379
Nitab01g007450.1,62.83528308540198,72.53578925855291,56.82188698351243
Nitab01g007510.1,19.372699481770745,21.163447852764932,22.245427946653155
Nitab01g007520.1,16.335133989970274,14.290870764010117,15.425626427872128
Nitab01g007530.1,12.754670598507124,13.110543273761476,12.710911496527444
Nitab01g007550.1,23.60169963531415,21.131978631676613,23.9687918030718
Nitab01g007560.1,17.910542468899227,15.066773484668785,15.129142566412808
Nitab01g007590.1,74.08601480057318,85.69400984435158,88.86487633693051
Nitab01g007600.1,13.53756661115572,11.420402452755374,14.381622663430663
Nitab01g007610.1,11.490254073529778,9.485519125791452,18.216887814190407
Nitab01g007640.1,6.641336577150881,4.750443601791496,7.439883162652778
Nitab01g007660.1,22.477706208971647,22.317627494292257,22.041874278854383
Nitab01g007670.1,1149.0654048246688,1063.896770697924,940.93823222202
Nitab01g007680.1,26.87804815459355,21.95703549183318,21.522260172384406
Nitab01g007700.1,12.925882047505457,9.470939568583525,11.362649432247663
Nitab01g007710.1,15.641412902236157,19.11293010720793,14.707377133249945
Nitab01g007770.1,7.650214058250424,9.045731979256743,4.649094998311825
Nitab01g007810.1,18.510079680957027,24.419981405135477,21.165351185546122
Nitab01g007850.1,7.886086760070479,8.974063610228452,8.897266274784867
